[(132, 'Pan-Island Expressway'),
 (1, 'Jalan Harmoni 3/1'),
 (1, 'Jalan Harmoni 3'),
 (1, 'Jalan Harmoni 2/5'),
 (1, 'Jalan Harmoni 2/4'),
 (1, 'Jalan Harmoni 2/3'),
 (1, 'Jalan Harmoni 19'),
 (1, 'Jalan Harmoni 17'),
 (1, 'Jalan Harmoni 15'),
 (1, 'Jalan Harmoni 14'),
 (1, 'Jalan Harmoni 13'),
 (1, 'Jalan Harmoni 11'),
 (1, 'Jalan Harmoni 10'),
 (1, 'Jalan Harmoni 1/5'),
 (1, 'Jalan Harmoni 1/4'),
 (1, 'Jalan Harmoni 1/2'),
 (1, 'Jalan Harimau Telap'),
 (1, 'Jalan Harimau Tarom'),
 (1, 'Jalan Harimau Kumbang'),
 (1, 'Jalan Harimau Garang'),
 (1, 'Jalan Harimau Dahan'),
 (1, 'Jalan Harimau Bintang'),
 (1, 'Jalan Harimau Belang'),
 (1, 'Jalan Harimau Akar'),
 (1, 'Jalan Hari Raya'),
 (1, 'Jalan Hang Tuah 7'),
 (1, 'Jalan Hang Tuah 5'),
 (1, 'Jalan Hang Tuah 47'),
 (1, 'Jalan Hang Tuah 46'),
 (1, 'Jalan Hang Tuah 45'),
 (1, 'Jalan Hang Tuah 44'),
 (1, 'Jalan Hang Tuah 42'),
 (1, 'Jalan Hang Tuah 41'),
 (1, 'Jalan Hang Tuah 40'),
 (1, 'Jalan Hang Tuah 4'),
 (1, 'Jalan Hang Tuah 38'),
 (1, 'Jalan Hang Tuah 37'),
 (1, 'Jalan Hang Tuah 36'),
 (1, 'Jalan Hang Tuah 34'),
 (1, 'Jalan Hang Tuah 32'),
 (1, 'Jalan Hang Tuah 31'),
 (1, 'Jalan Hang Tuah 30'),
 (1, 'Jalan Hang Tuah 3'),
 (1, 'Jalan Hang Tuah 29'),
 (1, 'Jalan Hang Tuah 27'),
 (1, 'Jalan Hang Tuah 26'),
 (1, 'Jalan Hang Tuah 2'),
 (1, 'Jalan Hang Tuah 14'),
 (1, 'Jalan Hang Tuah 13'),
 (1, 'Jalan Hang Tuah 11'),
 (1, 'Jalan Hang Tuah 10'),
 (1, 'Jalan Hang Tuah 1'),
 (1, 'Jalan Hang Lekiu 9'),
 (1, 'Jalan Hang Lekiu 8'),
 (1, 'Jalan Hang Lekiu 7'),
 (1, 'Jalan Hang Lekiu 6'),
 (1, 'Jalan Hang Lekiu 5'),
 (1, 'Jalan Hang Lekiu 4'),
 (1, 'Jalan Hang Lekiu 3'),
 (1, 'Jalan Hang Lekiu 2'),
 (1, 'Jalan Hang Lekiu 12'),
 (1, 'Jalan Hang Lekiu 11'),
 (1, 'Jalan Hang Lekiu 1'),
 (1, 'Jalan Hang Lekir 9'),
 (1, 'Jalan Hang Lekir 22'),
 (1, 'Jalan Hang Lekir 21'),
 (1, 'Jalan Hang Lekir 20'),
 (1, 'Jalan Hang Lekir 19'),
 (1, 'Jalan Hang Lekir 18'),
 (1, 'Jalan Hang Lekir 17'),
 (1, 'Jalan Hang Lekir 14'),
 (1, 'Jalan Hang Lekir 12'),
 (1, 'Jalan Hang Lekir 1'),
 (1, 'Jalan Hang Kasturi 9'),
 (1, 'Jalan Hang Kasturi 8'),
 (1, 'Jalan Hang Kasturi 7'),
 (1, 'Jalan Hang Kasturi 6'),
 (1, 'Jalan Hang Kasturi 5'),
 (1, 'Jalan Hang Kasturi 33'),
 (1, 'Jalan Hang Kasturi 31'),
 (1, 'Jalan Hang Kasturi 29'),
 (1, 'Jalan Hang Kasturi 25'),
 (1, 'Jalan Hang Kasturi 24'),
 (1, 'Jalan Hang Kasturi 22'),
 (1, 'Jalan Hang Kasturi 21'),
 (1, 'Jalan Hang Kasturi 20'),
 (1, 'Jalan Hang Kasturi 19'),
 (1, 'Jalan Hang Kasturi 18'),
 (1, 'Jalan Hang Kasturi 16'),
 (1, 'Jalan Hang Kasturi 15'),
 (1, 'Jalan Hang Kasturi 14'),
 (1, 'Jalan Hang Kasturi 13'),
 (1, 'Jalan Hang Kasturi 12'),
 (1, 'Jalan Hang Kasturi 11'),
 (1, 'Jalan Hang Kasturi 10'),
 (1, 'Jalan Hang Jebat 8'),
 (1, 'Jalan Hang Jebat 6'),
 (1, 'Jalan Hang Jebat 55'),
 (1, 'Jalan Hang Jebat 54'),
 (1, 'Jalan Hang Jebat 53'),
 (1, 'Jalan Hang Jebat 52'),
 (1, 'Jalan Hang Jebat 51'),
 (1, 'Jalan Hang Jebat 50'),
 (1, 'Jalan Hang Jebat 5'),
 (1, 'Jalan Hang Jebat 49'),
 (1, 'Jalan Hang Jebat 48'),
 (1, 'Jalan Hang Jebat 47'),
 (1, 'Jalan Hang Jebat 46'),
 (1, 'Jalan Hang Jebat 45'),
 (1, 'Jalan Hang Jebat 44'),
 (1, 'Jalan Hang Jebat 43'),
 (1, 'Jalan Hang Jebat 42'),
 (1, 'Jalan Hang Jebat 41'),
 (1, 'Jalan Hang Jebat 40'),
 (1, 'Jalan Hang Jebat 4'),
 (1, 'Jalan Hang Jebat 39'),
 (1, 'Jalan Hang Jebat 37'),
 (1, 'Jalan Hang Jebat 36'),
 (1, 'Jalan Hang Jebat 35'),
 (1, 'Jalan Hang Jebat 34'),
 (1, 'Jalan Hang Jebat 33'),
 (1, 'Jalan Hang Jebat 32'),
 (1, 'Jalan Hang Jebat 31'),
 (1, 'Jalan Hang Jebat 30'),
 (1, 'Jalan Hang Jebat 3'),
 (1, 'Jalan Hang Jebat 29'),
 (1, 'Jalan Hang Jebat 27'),
 (1, 'Jalan Hang Jebat 26'),
 (1, 'Jalan Hang Jebat 25'),
 (1, 'Jalan Hang Jebat 24'),
 (1, 'Jalan Hang Jebat 23'),
 (1, 'Jalan Hang Jebat 22'),
 (1, 'Jalan Hang Jebat 21'),
 (1, 'Jalan Hang Jebat 2'),
 (1, 'Jalan Hang Jebat 17'),
 (1, 'Jalan Hang Jebat 15'),
 (1, 'Jalan Hang Jebat 14'),
 (1, 'Jalan Hang Jebat 13'),
 (1, 'Jalan Hang Jebat 12'),
 (1, 'Jalan Hang Jebat 11'),
 (1, 'Jalan Halus'),
 (1, 'Jalan Halia'),
 (1, 'Jalan Hajijah'),
 (1, 'Jalan Haji Alias'),
 (1, 'Jalan Gunung 9'),
 (1, 'Jalan Gunung 8'),
 (1, 'Jalan Gunung 7'),
 (1, 'Jalan Gunung 6'),
 (1, 'Jalan Gunung 43'),
 (1, 'Jalan Gunung 42'),
 (1, 'Jalan Gunung 41'),
 (1, 'Jalan Gunung 40'),
 (1, 'Jalan Gunung 4'),
 (1, 'Jalan Gunung 39'),
 (1, 'Jalan Gunung 38'),
 (1, 'Jalan Gunung 37'),
 (1, 'Jalan Gunung 36'),
 (1, 'Jalan Gunung 35'),
 (1, 'Jalan Gunung 34'),
 (1, 'Jalan Gunung 32'),
 (1, 'Jalan Gunung 31'),
 (1, 'Jalan Gunung 30'),
 (1, 'Jalan Gunung 3'),
 (1, 'Jalan Gunung 29'),
 (1, 'Jalan Gunung 27'),
 (1, 'Jalan Gunung 26'),
 (1, 'Jalan Gunung 24'),
 (1, 'Jalan Gunung 22'),
 (1, 'Jalan Gunung 21'),
 (1, 'Jalan Gunung 17'),
 (1, 'Jalan Gunung 12'),
 (1, 'Jalan Gunung 11'),
 (1, 'Jalan Gunung 10'),
 (1, 'Jalan Gumilang'),
 (1, 'Jalan Grisek'),
 (1, 'Jalan Glandening'),
 (1, 'Jalan Girang'),
 (1, 'Jalan Giam'),
 (1, 'Jalan Geronggang'),
 (1, 'Jalan Gemilang 1'),
 (1, 'Jalan Gembira'),
 (1, 'Jalan Gemala 3'),
 (1, 'Jalan Gemala 2'),
 (1, 'Jalan Gelegar'),
 (1, 'Jalan Gelang Emas 7'),
 (1, 'Jalan Gelang Emas 1'),
 (1, 'Jalan Gelama'),
 (1, 'Jalan Gelam 9'),
 (1, 'Jalan Gelam 8'),
 (1, 'Jalan Gelam 7'),
 (1, 'Jalan Gelam 5'),
 (1, 'Jalan Gelam 3'),
 (1, 'Jalan Gelam 2'),
 (1, 'Jalan Gelam 18'),
 (1, 'Jalan Gelam 15'),
 (1, 'Jalan Gelam 14'),
 (1, 'Jalan Gelam 13'),
 (1, 'Jalan Gelam 11'),
 (1, 'Jalan Gelam 1'),
 (1, 'Jalan Geharu 8'),
 (1, 'Jalan Geharu 7'),
 (1, 'Jalan Geharu 5'),
 (1, 'Jalan Geharu 4'),
 (1, 'Jalan Geharu 3'),
 (1, 'Jalan Geharu 13'),
 (1, 'Jalan Geharu 10'),
 (1, 'Jalan Gaya 9'),
 (1, 'Jalan Gaya 8'),
 (1, 'Jalan Gaya 7'),
 (1, 'Jalan Gaya 6'),
 (1, 'Jalan Gaya 5'),
 (1, 'Jalan Gaya 4'),
 (1, 'Jalan Gaya 3'),
 (1, 'Jalan Gaya 28'),
 (1, 'Jalan Gaya 27'),
 (1, 'Jalan Gaya 26'),
 (1, 'Jalan Gaya 25'),
 (1, 'Jalan Gaya 23'),
 (1, 'Jalan Gaya 22'),
 (1, 'Jalan Gaya 21'),
 (1, 'Jalan Gaya 20'),
 (1, 'Jalan Gaya 17'),
 (1, 'Jalan Gaya 16'),
 (1, 'Jalan Gaya 14'),
 (1, 'Jalan Gaya 12'),
 (1, 'Jalan Gaya 11'),
 (1, 'Jalan Gaya 10'),
 (1, 'Jalan Gaya 1'),
 (1, 'Jalan Garuda 2'),
 (1, 'Jalan Garuda 1'),
 (1, 'Jalan Gapis'),
 (1, 'Jalan Gangsa 9'),
 (1, 'Jalan Gangsa 8/4'),
 (1, 'Jalan Gangsa 8/3'),
 (1, 'Jalan Gangsa 8/2'),
 (1, 'Jalan Gangsa 8/1'),
 (1, 'Jalan Gangsa 7'),
 (1, 'Jalan Gangsa 6'),
 (1, 'Jalan Gangsa 3'),
 (1, 'Jalan Gangsa 11/4'),
 (1, 'Jalan Gangsa 11/3'),
 (1, 'Jalan Gangsa 11/2'),
 (1, 'Jalan Gangsa 11/1'),
 (1, 'Jalan Gangsa 11'),
 (1, 'Jalan Gangsa 10'),
 (1, 'Jalan Gali Batu'),
 (1, 'Jalan Gajah'),
 (1, 'Jalan Gagah'),
 (1, 'Jalan Flora 1/9'),
 (1, 'Jalan Flora 1/5'),
 (1, 'Jalan Flora 1/4'),
 (1, 'Jalan Flora 1/10'),
 (1, 'Jalan Flora 1/1'),
 (1, 'Jalan Flora'),
 (1, 'Jalan Firma 2/3'),
 (1, 'Jalan Firma 2/2'),
 (1, 'Jalan Firma 2/1'),
 (1, 'Jalan Firma 1/3'),
 (1, 'Jalan Firma 1/1'),
 (1, 'Jalan Firma 1'),
 (1, 'Jalan Feri'),
 (1, 'Jalan Felda Waha'),
 (1, 'Jalan Felda Inas'),
 (1, 'Jalan Fatimah Sultanah'),
 (1, 'Jalan Fajar'),
 (1, 'Jalan Engku Endot'),
 (1, 'Jalan Enggang 9'),
 (1, 'Jalan Enggang 8'),
 (1, 'Jalan Enggang 7'),
 (1, 'Jalan Enggang 6'),
 (1, 'Jalan Enggang 5'),
 (1, 'Jalan Enggang 4'),
 (1, 'Jalan Enggang 3'),
 (1, 'Jalan Enggang 2'),
 (1, 'Jalan Enggang 13'),
 (1, 'Jalan Enggang 12'),
 (1, 'Jalan Enggang 11'),
 (1, 'Jalan Enggang 10'),
 (1, 'Jalan Enggang 1'),
 (1, 'Jalan Enduf Serin'),
 (1, 'Jalan Enduf Senin'),
 (1, 'Jalan Enau 9'),
 (1, 'Jalan Enau 8'),
 (1, 'Jalan Enau 6'),
 (1, 'Jalan Enau 21'),
 (1, 'Jalan Enau 20'),
 (1, 'Jalan Enau 16'),
 (1, 'Jalan Enau 14'),
 (1, 'Jalan Enau 13'),
 (1, 'Jalan Enau 12'),
 (1, 'Jalan Enau 11'),
 (1, 'Jalan Enau 10'),
 (1, 'Jalan Enau 1'),
 (1, 'Jalan Enau'),
 (1, 'Jalan Enam'),
 (1, 'Jalan Emas Puteh 5'),
 (1, 'Jalan Emas Puteh 4'),
 (1, 'Jalan Emas Puteh 3'),
 (1, 'Jalan Emas Puteh 2'),
 (1, 'Jalan Emas Puteh 1'),
 (1, 'Jalan Emas 9'),
 (1, 'Jalan Emas 7'),
 (1, 'Jalan Emas 5'),
 (1, 'Jalan Emas 30'),
 (1, 'Jalan Emas 29'),
 (1, 'Jalan Emas 28'),
 (1, 'Jalan Emas 27'),
 (1, 'Jalan Emas 26'),
 (1, 'Jalan Emas 25'),
 (1, 'Jalan Emas 24'),
 (1, 'Jalan Emas 22'),
 (1, 'Jalan Emas 20'),
 (1, 'Jalan Emas 18'),
 (1, 'Jalan Emas 17'),
 (1, 'Jalan Emas 16'),
 (1, 'Jalan Emas 15'),
 (1, 'Jalan Emas 14'),
 (1, 'Jalan Emas 13'),
 (1, 'Jalan Emas 12'),
 (1, 'Jalan Emas 11'),
 (1, 'Jalan Elok'),
 (1, 'Jalan Ehsan Jaya 2/9'),
 (1, 'Jalan Ehsan Jaya 2/8'),
 (1, 'Jalan Ehsan Jaya 2/7'),
 (1, 'Jalan Ehsan Jaya 2/6'),
 (1, 'Jalan Ehsan Jaya 2/2'),
 (1, 'Jalan Ehsan Jaya 2/13'),
 (1, 'Jalan Ehsan Jaya 2/12'),
 (1, 'Jalan Ehsan Jaya 2/11'),
 (1, 'Jalan Ehsan Jaya 2/10'),
 (1, 'Jalan Ehsan Jaya 2/1'),
 (1, 'Jalan Ehsan Jaya 1/11'),
 (1, 'Jalan Ehsan Jaya 1/1'),
 (1, 'Jalan Duta Utama'),
 (1, 'Jalan Durain'),
 (1, 'Jalan Dukung 9'),
 (1, 'Jalan Dukung 8'),
 (1, 'Jalan Dukung 7'),
 (1, 'Jalan Dukung 6'),
 (1, 'Jalan Dukung 5'),
 (1, 'Jalan Dukung 4'),
 (1, 'Jalan Dukung 3'),
 (1, 'Jalan Dukung 2'),
 (1, 'Jalan Dukung 1'),
 (1, 'Jalan Duku 28'),
 (1, 'Jalan Duku 27'),
 (1, 'Jalan Duku 26'),
 (1, 'Jalan Duku 25'),
 (1, 'Jalan Duku 24'),
 (1, 'Jalan Duku 23'),
 (1, 'Jalan Duku 21'),
 (1, 'Jalan Duku 20'),
 (1, 'Jalan Duku 19'),
 (1, 'Jalan Duku 18'),
 (1, 'Jalan Duku 17'),
 (1, 'Jalan Duku 14'),
 (1, 'Jalan Duku'),
 (1, 'Jalan Dua'),
 (1, 'Jalan Drapper'),
 (1, 'Jalan Dinding'),
 (1, 'Jalan Dian Utama'),
 (1, 'Jalan Dian 9'),
 (1, 'Jalan Dian 8'),
 (1, 'Jalan Dian 6'),
 (1, 'Jalan Dian 5'),
 (1, 'Jalan Dian 32/2'),
 (1, 'Jalan Dian 24'),
 (1, 'Jalan Dian 23'),
 (1, 'Jalan Dian 22'),
 (1, 'Jalan Dian 21'),
 (1, 'Jalan Dian 20'),
 (1, 'Jalan Dian 2'),
 (1, 'Jalan Dian 19'),
 (1, 'Jalan Dian 18'),
 (1, 'Jalan Dian 16'),
 (1, 'Jalan Dian 15'),
 (1, 'Jalan Dian 10'),
 (1, 'Jalan Dian 1'),
 (1, 'Jalan Dhoby'),
 (1, 'Jalan Dewasa'),
 (1, 'Jalan Dewani 5'),
 (1, 'Jalan Dewani 4'),
 (1, 'Jalan Dewani 3'),
 (1, 'Jalan Dewani 1/1'),
 (1, 'Jalan Dewani 1'),
 (1, 'Jalan Dewani'),
 (1, 'Jalan Desa Permai'),
 (1, 'Jalan Desa Mutiara Utama'),
 (1, 'Jalan Desa Mutiara 8'),
 (1, 'Jalan Desa Mutiara 6'),
 (1, 'Jalan Desa Mutiara 3'),
 (1, 'Jalan Desa Mutiara  7'),
 (1, 'Jalan Desa Kempas 1'),
 (1, 'Jalan Derum'),
 (1, 'Jalan Denai Utama'),
 (1, 'Jalan Denai 35'),
 (1, 'Jalan Denai 34'),
 (1, 'Jalan Denai 33'),
 (1, 'Jalan Denai 32'),
 (1, 'Jalan Denai 29'),
 (1, 'Jalan Denai 28'),
 (1, 'Jalan Denai 27'),
 (1, 'Jalan Denai 26'),
 (1, 'Jalan Denai 25'),
 (1, 'Jalan Denai 24'),
 (1, 'Jalan Denai 23'),
 (1, 'Jalan Denai 22'),
 (1, 'Jalan Denai 21'),
 (1, 'Jalan Denai 20'),
 (1, 'Jalan Denai 19'),
 (1, 'Jalan Denai 18'),
 (1, 'Jalan Denai 17'),
 (1, 'Jalan Denai 16'),
 (1, 'Jalan Denai 15'),
 (1, 'Jalan Denai 14'),
 (1, 'Jalan Denai 1/1'),
 (1, 'Jalan Demak'),
 (1, 'Jalan Delima Utama'),
 (1, 'Jalan Delima 7'),
 (1, 'Jalan Delima 5/9'),
 (1, 'Jalan Delima 5/8'),
 (1, 'Jalan Delima 5/6'),
 (1, 'Jalan Delima 5/4'),
 (1, 'Jalan Delima 5/25'),
 (1, 'Jalan Delima 5/21'),
 (1, 'Jalan Delima 5/18'),
 (1, 'Jalan Delima 5/17'),
 (1, 'Jalan Delima 5/16'),
 (1, 'Jalan Delima 5/15'),
 (1, 'Jalan Delima 5/12'),
 (1, 'Jalan Delima 4/8'),
 (1, 'Jalan Delima 4/7'),
 (1, 'Jalan Delima 4/5'),
 (1, 'Jalan Delima 4/3'),
 (1, 'Jalan Delima 4/2'),
 (1, 'Jalan Delima 4/1'),
 (1, 'Jalan Delima 22'),
 (1, 'Jalan Delima 2/4'),
 (1, 'Jalan Delima 2/3'),
 (1, 'Jalan Delima 2/2'),
 (1, 'Jalan Delima 2/12'),
 (1, 'Jalan Delima 2/11'),
 (1, 'Jalan Delima 2/10'),
 (1, 'Jalan Delima 19'),
 (1, 'Jalan Dedaru 9'),
 (1, 'Jalan Dedaru 7'),
 (1, 'Jalan Dedaru 6'),
 (1, 'Jalan Dedaru 5'),
 (1, 'Jalan Dedaru 17'),
 (1, 'Jalan Dedaru 16'),
 (1, 'Jalan Dedaru 15'),
 (1, 'Jalan Dedaru 11'),
 (1, 'Jalan Dedap 9'),
 (1, 'Jalan Dedap 8'),
 (1, 'Jalan Dedap 7'),
 (1, 'Jalan Dedap 6'),
 (1, 'Jalan Dedap 46'),
 (1, 'Jalan Dedap 45'),
 (1, 'Jalan Dedap 44'),
 (1, 'Jalan Dedap 43'),
 (1, 'Jalan Dedap 42'),
 (1, 'Jalan Dedap 41'),
 (1, 'Jalan Dedap 4'),
 (1, 'Jalan Dedap 39'),
 (1, 'Jalan Dedap 38'),
 (1, 'Jalan Dedap 37'),
 (1, 'Jalan Dedap 36'),
 (1, 'Jalan Dedap 35'),
 (1, 'Jalan Dedap 34'),
 (1, 'Jalan Dedap 33'),
 (1, 'Jalan Dedap 32'),
 (1, 'Jalan Dedap 31'),
 (1, 'Jalan Dedap 30'),
 (1, 'Jalan Dedap 29'),
 (1, 'Jalan Dedap 28'),
 (1, 'Jalan Dedap 27'),
 (1, 'Jalan Dedap 26'),
 (1, 'Jalan Dedap 25'),
 (1, 'Jalan Dedap 23'),
 (1, 'Jalan Dedap 22'),
 (1, 'Jalan Dedap 21'),
 (1, 'Jalan Dedap 20'),
 (1, 'Jalan Dedap 2'),
 (1, 'Jalan Dedap 19'),
 (1, 'Jalan Dedap 18'),
 (1, 'Jalan Dedap 17'),
 (1, 'Jalan Dedap 16'),
 (1, 'Jalan Dedap 15'),
 (1, 'Jalan Dedap 14'),
 (1, 'Jalan Dedap 13'),
 (1, 'Jalan Dedap 10'),
 (1, 'Jalan Dedap'),
 (1, 'Jalan Daya 3'),
 (1, 'Jalan Daud'),
 (1, 'Jalan Datuk Wilson'),
 (1, 'Jalan Datuk Esa'),
 (1, 'Jalan Datok Menteri'),
 (1, "Jalan Dato' Mohamad"),
 (1, "Jalan Dato' Hj. Abdullah"),
 (1, 'Jalan Dato Yunus Utama'),
 (1, 'Jalan Dato Setia'),
 (1, 'Jalan Dato Onn 4'),
 (1, 'Jalan Dato Onn'),
 (1, 'Jalan Dato Muthuthambi'),
 (1, 'Jalan Dato Musa'),
 (1, 'Jalan Dato Mohd Salleh'),
 (1, 'Jalan Dato Mohd Mohamedom'),
 (1, 'Jalan Dato Menteri 1'),
 (1, 'Jalan Dato Jaafar'),
 (1, 'Jalan Dato Hassan'),
 (1, 'Jalan Dato Dalam'),
 (1, 'Jalan Dato Bentara Luar'),
 (1, 'Jalan Dato Abu Bakar'),
 (1, 'Jalan Dataran Utama'),
 (1, 'Jalan Dataran 4/7'),
 (1, 'Jalan Dataran 4/6'),
 (1, 'Jalan Dataran 4/5'),
 (1, 'Jalan Dataran 4'),
 (1, 'Jalan Dataran 3/4'),
 (1, 'Jalan Dataran 3/3'),
 (1, 'Jalan Dataran 3/2'),
 (1, 'Jalan Dataran 3/1'),
 (1, 'Jalan Dataran 2/8'),
 (1, 'Jalan Dataran 2/5'),
 (1, 'Jalan Dataran 1/9'),
 (1, 'Jalan Dataran 1/8'),
 (1, 'Jalan Dataran 1/6'),
 (1, 'Jalan Dataran 1/4'),
 (1, 'Jalan Dataran 1/3'),
 (1, 'Jalan Dataran 1/2'),
 (1, 'Jalan Dataran 1/11'),
 (1, 'Jalan Dataran 1/10'),
 (1, 'Jalan Dataran 1/1'),
 (1, 'Jalan Dataran 1'),
 (1, 'Jalan Dang Anum'),
 (1, 'Jalan Danau 9'),
 (1, 'Jalan Danau 8'),
 (1, 'Jalan Danau 7'),
 (1, 'Jalan Danau 6'),
 (1, 'Jalan Danau 43'),
 (1, 'Jalan Danau 40'),
 (1, 'Jalan Danau 4'),
 (1, 'Jalan Danau 38'),
 (1, 'Jalan Danau 37'),
 (1, 'Jalan Danau 36'),
 (1, 'Jalan Danau 35'),
 (1, 'Jalan Danau 34'),
 (1, 'Jalan Danau 33'),
 (1, 'Jalan Danau 32'),
 (1, 'Jalan Danau 31'),
 (1, 'Jalan Danau 30'),
 (1, 'Jalan Danau 3'),
 (1, 'Jalan Danau 29'),
 (1, 'Jalan Danau 28'),
 (1, 'Jalan Danau 25'),
 (1, 'Jalan Danau 24'),
 (1, 'Jalan Danau 23'),
 (1, 'Jalan Danau 22'),
 (1, 'Jalan Danau 20'),
 (1, 'Jalan Danau 2'),
 (1, 'Jalan Danau 19'),
 (1, 'Jalan Danau 18'),
 (1, 'Jalan Danau 17'),
 (1, 'Jalan Danau 16'),
 (1, 'Jalan Danau 14'),
 (1, 'Jalan Danau 13'),
 (1, 'Jalan Danau 12'),
 (1, 'Jalan Danau 10'),
 (1, 'Jalan Danau 1'),
 (1, 'Jalan Danau'),
 (1, 'Jalan Dana'),
 (1, 'Jalan Damai Utama'),
 (1, 'Jalan Daliah'),
 (1, 'Jalan Dahlia 9'),
 (1, 'Jalan Dahlia 7'),
 (1, 'Jalan Dahlia 6'),
 (1, 'Jalan Dahlia 4'),
 (1, 'Jalan Dahlia 33'),
 (1, 'Jalan Dahlia 32'),
 (1, 'Jalan Dahlia 31'),
 (1, 'Jalan Dahlia 30'),
 (1, 'Jalan Dahlia 3'),
 (1, 'Jalan Dahlia 29'),
 (1, 'Jalan Dahlia 28'),
 (1, 'Jalan Dahlia 27'),
 (1, 'Jalan Dahlia 26'),
 (1, 'Jalan Dahlia 24/7'),
 (1, 'Jalan Dahlia 24/6'),
 (1, 'Jalan Dahlia 24'),
 (1, 'Jalan Dahlia 23'),
 (1, 'Jalan Dahlia 21'),
 (1, 'Jalan Dahlia 20'),
 (1, 'Jalan Dahlia 15'),
 (1, 'Jalan Dahlia 14'),
 (1, 'Jalan Dahlia 10'),
 (1, 'Jalan Dahlia 1'),
 (1, 'Jalan Dahlia'),
 (1, 'Jalan Cokmar 5'),
 (1, 'Jalan Cokmar 4'),
 (1, 'Jalan Cokmar 3'),
 (1, 'Jalan Cokmar 2'),
 (1, 'Jalan Cokmar 1'),
 (1, 'Jalan Cokmar'),
 (1, 'Jalan Ciku Utama 2'),
 (1, 'Jalan Ciku Utama 1'),
 (1, 'Jalan Ciku 9'),
 (1, 'Jalan Ciku 8'),
 (1, 'Jalan Ciku 7'),
 (1, 'Jalan Ciku 6'),
 (1, 'Jalan Ciku 5'),
 (1, 'Jalan Ciku 40'),
 (1, 'Jalan Ciku 4'),
 (1, 'Jalan Ciku 39'),
 (1, 'Jalan Ciku 38'),
 (1, 'Jalan Ciku 37'),
 (1, 'Jalan Ciku 35'),
 (1, 'Jalan Ciku 34'),
 (1, 'Jalan Ciku 33'),
 (1, 'Jalan Ciku 32'),
 (1, 'Jalan Ciku 31'),
 (1, 'Jalan Ciku 30'),
 (1, 'Jalan Ciku 3'),
 (1, 'Jalan Ciku 29'),
 (1, 'Jalan Ciku 28'),
 (1, 'Jalan Ciku 26'),
 (1, 'Jalan Ciku 24'),
 (1, 'Jalan Ciku 21'),
 (1, 'Jalan Ciku 20'),
 (1, 'Jalan Ciku 2'),
 (1, 'Jalan Ciku 19'),
 (1, 'Jalan Ciku 18'),
 (1, 'Jalan Ciku 16'),
 (1, 'Jalan Ciku 15'),
 (1, 'Jalan Ciku 14'),
 (1, 'Jalan Ciku 13'),
 (1, 'Jalan Ciku 12'),
 (1, 'Jalan Ciku 11'),
 (1, 'Jalan Ciku 10'),
 (1, 'Jalan Ciku 1'),
 (1, 'Jalan Ciku'),
 (1, 'Jalan Chorak'),
 (1, 'Jalan Chiku'),
 (1, 'Jalan Cherpen'),
 (1, 'Jalan Chermat'),
 (1, 'Jalan Chermai'),
 (1, 'Jalan Chenkerek'),
 (1, 'Jalan Chempaka Kuning Playground'),
 (1, 'Jalan Chegar'),
 (1, 'Jalan Chantum'),
 (1, 'Jalan Changkat Indah Utama'),
 (1, 'Jalan Cermat 7'),
 (1, 'Jalan Cermat 6'),
 (1, 'Jalan Cermat 4'),
 (1, 'Jalan Cermat 3'),
 (1, 'Jalan Cermat 2'),
 (1, 'Jalan Cermat 1'),
 (1, 'Jalan Cermat'),
 (1, 'Jalan Cermai Utama'),
 (1, 'Jalan Cermai 8'),
 (1, 'Jalan Cermai 7'),
 (1, 'Jalan Cermai 6'),
 (1, 'Jalan Cermai 5'),
 (1, 'Jalan Cermai 3'),
 (1, 'Jalan Cermai 26'),
 (1, 'Jalan Cermai 25'),
 (1, 'Jalan Cermai 24'),
 (1, 'Jalan Cermai 23'),
 (1, 'Jalan Cermai 22'),
 (1, 'Jalan Cermai 21'),
 (1, 'Jalan Cermai 20'),
 (1, 'Jalan Cermai 2'),
 (1, 'Jalan Cermai 19'),
 (1, 'Jalan Cermai 18'),
 (1, 'Jalan Cermai 17'),
 (1, 'Jalan Cermai 16'),
 (1, 'Jalan Cermai 15'),
 (1, 'Jalan Cermai 14'),
 (1, 'Jalan Cermai 13'),
 (1, 'Jalan Cermai 12'),
 (1, 'Jalan Cermai 11'),
 (1, 'Jalan Cermai 10'),
 (1, 'Jalan Cermai 1'),
 (1, 'Jalan Ceria 55'),
 (1, 'Jalan Ceria 54'),
 (1, 'Jalan Ceria 53'),
 (1, 'Jalan Ceria 3'),
 (1, 'Jalan Ceria 2'),
 (1, 'Jalan Ceria 1'),
 (1, 'Jalan Ceria'),
 (1, 'Jalan Cengkerik'),
 (1, 'Jalan Cenggal 9'),
 (1, 'Jalan Cengal 17'),
 (1, 'Jalan Cengal 16'),
 (1, 'Jalan Cengal 15'),
 (1, 'Jalan Cengal 14'),
 (1, 'Jalan Cengal 13'),
 (1, 'Jalan Cengal 12'),
 (1, 'Jalan Cengal  18'),
 (1, 'Jalan Cenderawasih 9'),
 (1, 'Jalan Cenderawasih 8'),
 (1, 'Jalan Cenderawasih 7'),
 (1, 'Jalan Cenderawasih 6'),
 (1, 'Jalan Cenderawasih 5'),
 (1, 'Jalan Cenderawasih 4'),
 (1, 'Jalan Cenderawasih 3'),
 (1, 'Jalan Cenderawasih 2'),
